phylum,class,order,family,genus,species,jrk_template,Phylum,Class,Order,Family,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Melanommataceae_gen_Incertae_sedis,Melanommataceae_sp;sh__SH0097185.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Genolevuria,Genolevuria_amylolytica;sh__SH0019384.10FU,jrk03374,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,,unspecified_saprotroph,epiphyte,,,,,,non-aquatic,,,yeast,none,,,,,
Ascomycota,Dothideomycetes,Dothideales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0163273.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0008478.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,Chytridiales_gen_Incertae_sedis,Chytridiales_sp;sh__SH0118695.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Genolevuria,Genolevuria_sp;sh__SH0071342.10FU,jrk03374,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,,unspecified_saprotroph,epiphyte,,,,,,non-aquatic,,,yeast,none,,,,,
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0079719.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,Piloderma_sphaerosporum;sh__SH0195945.10FU,jrk06623,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/piloderma,,
Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetales_fam_Incertae_sedis,Archaeorhizomycetales_gen_Incertae_sedis,Archaeorhizomycetales_sp;sh__SH0176967.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea,Pseudosigmoidea_excentrica;sh__SH0009649.10FU,jrk07205,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,soil_saprotroph,root_endophyte_dark_septate,,root_endophyte_dark_septate,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0008374.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora_sp;sh__SH0005568.10FU,jrk00278,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,,arbuscular_mycorrhizal,root-associated,,root_endophyte,,,,,,,filamentous_mycelium,none,none,,,,
Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp;sh__SH0008535.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypocreaceae_gen_Incertae_sedis,Hypocreaceae_sp;sh__SH0197188.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp;sh__SH0142093.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_cyaneolilacinum;sh__SH0160636.10FU,jrk02963,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0215139.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp;sh__SH0086506.10FU,jrk08926,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,
Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_filopes;sh__SH0146283.10FU,jrk05357,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,litter_saprotroph,root-associated,wood_saprotroph_many_species,root-associated,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Sebacina_sp;sh__SH0136679.10FU,jrk07952,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,short-distance_delicate,/sebacina,,
Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,jrk02100,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,
Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturiaceae_gen_Incertae_sedis,Venturiaceae_sp;sh__SH0056780.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0119754.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturiaceae_gen_Incertae_sedis,Venturiaceae_sp;sh__SH0056826.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_pannonica;sh__SH0021903.10FU,jrk04199,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,dimorphic_yeast,none,none,,,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytismataceae_gen_Incertae_sedis,Rhytismataceae_sp;sh__SH0167015.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_turfae;sh__SH0170145.10FU,jrk04145,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp;sh__SH0086579.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_sp;sh__SH0062089.10FU,jrk01430,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,"perithecium_(hymenium_hidden,_narrow_opening)",,,,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Lapidomyces,Lapidomyces_hispanicus;sh__SH0072125.10FU,jrk04465,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,,unspecified_saprotroph,rock-inhabiting,,,,soil,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp;sh__SH0128301.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,Venturia_sp;sh__SH0171996.10FU,jrk09274,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycenaceae_gen_Incertae_sedis,Mycenaceae_sp;sh__SH0021002.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0031724.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis_gibberispora;sh__SH0047858.10FU,jrk09156,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",mold,non-aquatic,,,filamentous_mycelium,none,none,,,,
Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Peniophorella,Peniophorella_pallida;sh__SH0156498.10FU,jrk06292,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales family incertae sedis,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,
Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus_punctipes;sh__SH0145053.10FU,jrk08511,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,poroid,long-distance,/suillus-rhizopogon,,
Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Hymenochaetales_gen_Incertae_sedis,Hymenochaetales_sp;sh__SH0147468.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0051119.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0009023.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0193061.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0012145.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Leotiales_sp;sh__SH0158745.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_flexuosipes;sh__SH0158084.10FU,jrk06986,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0008452.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Tympanidaceae_gen_Incertae_sedis,Tympanidaceae_sp;sh__SH0144405.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,NA,jrk01803,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetales_fam_Incertae_sedis,Archaeorhizomycetales_gen_Incertae_sedis,Archaeorhizomycetales_sp;sh__SH0177121.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_coronata;sh__SH0164971.10FU,jrk01430,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,"perithecium_(hymenium_hidden,_narrow_opening)",,,,,
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_versicolor;sh__SH0152381.10FU,jrk07726,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp;sh__SH0062337.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp;sh__SH0113003.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp;sh__SH0020369.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Leotiales,Leotiales_fam_Incertae_sedis,Leotiales_gen_Incertae_sedis,Leotiales_sp;sh__SH0158745.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Dothideomycetes_gen_Incertae_sedis,Dothideomycetes_sp;sh__SH0180410.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0013717.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_sp;sh__SH0062266.10FU,jrk01430,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,"perithecium_(hymenium_hidden,_narrow_opening)",,,,,
Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporiaceae_gen_Incertae_sedis,Dictyosporiaceae_sp;sh__SH0079823.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,Pseudotomentella_sp;sh__SH0174594.10FU,jrk07228,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/pseudotomentella,,
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_neonigrita;sh__SH0086398.10FU,jrk01836,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,soil_saprotroph,unspecified_symbiotroph,CHEGD_symbiotrophs,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,
Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_sp;sh__SH0150827.10FU,jrk01430,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,"perithecium_(hymenium_hidden,_narrow_opening)",,,,,
Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita_submembranacea;sh__SH0103794.10FU,jrk00264,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/amanita,,
Basidiomycota,Tremellomycetes,Tremellales,Tremellales_fam_Incertae_sedis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0085758.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucoromycota,Umbelopsidomycetes,GS23,GS23_fam_Incertae_sedis,GS23_gen_Incertae_sedis,GS23_sp;sh__SH0086925.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp;sh__SH0153982.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp;sh__SH0138649.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rozellomycota,Rozellomycota_cls_Incertae_sedis,Rozellomycota_ord_Incertae_sedis,Rozellomycota_fam_Incertae_sedis,Rozellomycota_gen_Incertae_sedis,Rozellomycota_sp;sh__SH0151066.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_sp;sh__SH0125346.10FU,jrk08875,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_smooth,/tomentella-thelephora,,
Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp;sh__SH0084345.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Polyporales_gen_Incertae_sedis,Polyporales_sp;sh__SH0143840.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
